page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason,label
10,4,0,3.1 Business Outcomes,14.039999961853027,Arial,False,False,False,70.94400024414062,187.95376586914062,155.33860778808594,15.65460205078125,612.0,792.0,21,3,left,0.11592156902637357,0.23731536094588462,70.94400024414062,385.71739196777344,187.95376586914062,604.0462341308594,False,True,True,True,31.82049560546875,7.837860107421875,0.5849999984105428,False,True,font_ratio,h2
10,15,0,3.2 Content,14.039999961853027,Arial,False,False,False,70.94400024414062,533.0038452148438,80.04206848144531,15.65460205078125,612.0,792.0,11,2,left,0.11592156902637357,0.6729846530490451,70.94400024414062,461.01393127441406,533.0038452148438,258.99615478515625,False,True,True,True,25.518524169921875,7.86773681640625,0.5849999984105428,False,True,font_ratio,h2
12,3,0,4. References,15.960000038146973,Arial,False,False,False,70.94400024414062,122.97618103027344,113.26814270019531,17.795394897460938,612.0,792.0,13,2,left,0.11592156902637357,0.15527295584630485,70.94400024414062,427.78785705566406,122.97618103027344,669.0238189697266,False,True,True,True,52.73741912841797,30.6221923828125,0.6650000015894572,False,True,font_ratio,h1
12,4,0,4.1 Trademarks,14.039999961853027,Arial,False,False,False,70.94400024414062,171.39376831054688,105.60891723632812,15.65460205078125,612.0,792.0,14,2,left,0.11592156902637357,0.21640627311937738,70.94400024414062,435.44708251953125,171.39376831054688,620.6062316894531,False,True,True,True,30.6221923828125,7.837860107421875,0.5849999984105428,False,True,font_ratio,h2
12,7,0,4.2 Documents and Web Sites,14.039999961853027,Arial,False,False,False,70.94400024414062,257.4637756347656,196.81414794921875,15.65460205078125,612.0,792.0,27,5,left,0.11592156902637357,0.32508052479137073,70.94400024414062,344.2418518066406,257.4637756347656,534.5362243652344,False,False,True,True,25.436691284179688,7.71783447265625,0.5849999984105428,False,True,font_ratio,h2
page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,font_flags,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,1,0,Foundation Level Extensions,24.0,"Arial,Bold",True,False,False,139.3459930419922,244.84402465820312,340.01036071777344,26.760009765625,612.0,792.0,27,3,16,left,0.22768953111436632,0.3091464957805595,139.3459930419922,132.64364624023438,244.84402465820312,547.1559753417969,False,True,False,False,28.464004516601562,110.82598876953125,1.0,True,True,font_ratio
1,2,0,Version 1.0,12.0,Arial,False,False,False,275.69000244140625,382.4300231933594,64.12799072265625,13.379974365234375,612.0,792.0,11,2,0,middle,0.4504738601983762,0.48286619090070626,275.69000244140625,272.1820068359375,382.4300231933594,409.5699768066406,False,True,True,False,110.82598876953125,69.88998413085938,0.5,False,True,font_ratio
1,3,0,International Software Testing Qualifications Board,18.0,Arial,False,False,False,103.33999633789062,465.6999816894531,410.0758972167969,20.07000732421875,612.0,792.0,51,5,0,left,0.16885620316648794,0.5880050273856732,103.33999633789062,98.5841064453125,465.6999816894531,326.3000183105469,False,True,False,False,69.88998413085938,166.51620483398438,0.75,False,True,font_ratio
3,3,0,Revision History,15.960000038146973,"Arial,Bold",True,False,False,70.94400024414062,108.93620300292969,130.584716796875,17.79540252685547,612.0,792.0,16,2,16,left,0.11592156902637357,0.13754571086228495,70.94400024414062,410.4712829589844,108.93620300292969,683.0637969970703,False,True,False,False,38.69744110107422,12.714622497558594,0.6650000015894572,False,True,font_ratio
4,12,0,Table of Contents,15.960000038146973,"Arial,Bold",True,False,False,70.94400024414062,108.93620300292969,137.81460571289062,17.79540252685547,612.0,792.0,17,3,16,left,0.11592156902637357,0.13754571086228495,70.94400024414062,403.24139404296875,108.93620300292969,683.0637969970703,False,False,False,False,36.16461181640625,17.994590759277344,0.6650000015894572,False,True,font_ratio
5,3,0,Acknowledgements,15.960000038146973,Arial,False,False,False,70.94400024414062,108.93620300292969,142.79415893554688,17.79540252685547,612.0,792.0,16,1,0,left,0.11592156902637357,0.13754571086228495,70.94400024414062,398.2618408203125,108.93620300292969,683.0637969970703,False,True,False,False,36.16461181640625,18.114585876464844,0.6650000015894572,False,True,font_ratio
6,3,0,1. Introduction to the Foundation Level Extensions,15.960000038146973,Arial,False,False,False,70.94400024414062,122.97618103027344,395.0753479003906,17.795394897460938,612.0,792.0,50,7,0,left,0.11592156902637357,0.15527295584630485,70.94400024414062,145.98065185546875,122.97618103027344,669.0238189697266,False,False,True,True,52.73741912841797,5.514617919921875,0.6650000015894572,False,True,font_ratio
7,3,0,2. Introduction to Foundation Level Agile Tester Extension,15.960000038146973,Arial,False,False,False,70.94400024414062,122.97618103027344,452.1228332519531,17.795394897460938,612.0,792.0,58,8,0,left,0.11592156902637357,0.15527295584630485,70.94400024414062,88.93316650390625,122.97618103027344,669.0238189697266,False,False,True,True,52.73741912841797,4.04052734375,0.6650000015894572,False,True,font_ratio
7,5,0,2.1 Intended Audience,14.039999961853027,Arial,False,False,False,70.94400024414062,217.35379028320312,147.77247619628906,15.65460205078125,612.0,792.0,21,3,0,left,0.11592156902637357,0.27443660389293323,70.94400024414062,393.2835235595703,217.35379028320312,574.6462097167969,False,True,True,True,13.986801147460938,6.39373779296875,0.5849999984105428,False,True,font_ratio
7,10,0,2.2 Career Paths for Testers,14.039999961853027,Arial,False,False,False,70.94400024414062,484.5238037109375,184.21890258789062,15.65460205078125,612.0,792.0,28,5,0,left,0.11592156902637357,0.611772479433002,70.94400024414062,356.83709716796875,484.5238037109375,307.4761962890625,False,False,True,True,25.473785400390625,7.83782958984375,0.5849999984105428,False,True,font_ratio
7,13,0,2.3 Learning Objectives,14.039999961853027,Arial,False,False,False,70.94400024414062,613.673828125,154.65206909179688,15.65460205078125,612.0,792.0,23,3,0,left,0.11592156902637357,0.7748406920770202,70.94400024414062,386.4039306640625,613.673828125,178.326171875,False,True,True,True,25.509521484375,7.8377685546875,0.5849999984105428,False,True,font_ratio
8,4,0,2.4 Entry Requirements,14.039999961853027,Arial,False,False,False,70.94400024414062,156.99380493164062,154.68576049804688,15.65460205078125,612.0,792.0,22,3,0,left,0.11592156902637357,0.19822450117631393,70.94400024414062,386.3702392578125,156.99380493164062,635.0061950683594,False,True,True,True,13.994735717773438,6.36370849609375,0.5849999984105428,False,True,font_ratio
8,6,0,2.5 Structure and Course Duration,14.039999961853027,Arial,False,False,False,70.94400024414062,217.11380004882812,221.00506591796875,15.65460205078125,612.0,792.0,33,5,0,left,0.11592156902637357,0.2741335859202375,70.94400024414062,320.0509338378906,217.11380004882812,574.8861999511719,False,False,True,True,13.998458862304688,6.39373779296875,0.5849999984105428,False,True,font_ratio
9,3,0,2.6 Keeping It Current,14.039999961853027,Arial,False,False,False,70.94400024414062,133.95376586914062,144.57554626464844,15.65460205078125,612.0,792.0,22,4,0,left,0.11592156902637357,0.16913354276406645,70.94400024414062,396.48045349121094,133.95376586914062,658.0462341308594,False,True,True,True,63.715003967285156,7.837860107421875,0.5849999984105428,False,True,font_ratio
10,3,0,3. Overview of the Foundation Level Extension – Agile Tester,15.960000038146973,Arial,False,False,False,70.94400024414062,117.49411010742188,470.0954284667969,21.290634155273438,612.0,792.0,60,10,0,left,0.11592156902637357,0.14835114912553268,70.94400024414062,70.9605712890625,117.49411010742188,674.5058898925781,False,False,True,True,47.255348205566406,-0.446868896484375,0.6650000015894572,False,True,font_ratio
10,3,1,Syllabus,15.960000038146973,"Arial,Bold",True,False,False,106.93380737304688,138.33787536621094,70.032470703125,17.795394897460938,612.0,792.0,8,1,16,left,0.17472844342001123,0.17466903455329663,106.93380737304688,435.0337219238281,138.33787536621094,653.6621246337891,False,True,False,False,-0.446868896484375,31.82049560546875,0.6650000015894572,False,True,font_ratio
10,4,0,3.1 Business Outcomes,14.039999961853027,Arial,False,False,False,70.94400024414062,187.95376586914062,155.33860778808594,15.65460205078125,612.0,792.0,21,3,0,left,0.11592156902637357,0.23731536094588462,70.94400024414062,385.71739196777344,187.95376586914062,604.0462341308594,False,True,True,True,31.82049560546875,7.837860107421875,0.5849999984105428,False,True,font_ratio
10,15,0,3.2 Content,14.039999961853027,Arial,False,False,False,70.94400024414062,533.0038452148438,80.04206848144531,15.65460205078125,612.0,792.0,11,2,0,left,0.11592156902637357,0.6729846530490451,70.94400024414062,461.01393127441406,533.0038452148438,258.99615478515625,False,True,True,True,25.518524169921875,7.86773681640625,0.5849999984105428,False,True,font_ratio
12,3,0,4. References,15.960000038146973,Arial,False,False,False,70.94400024414062,122.97618103027344,113.26814270019531,17.795394897460938,612.0,792.0,13,2,0,left,0.11592156902637357,0.15527295584630485,70.94400024414062,427.78785705566406,122.97618103027344,669.0238189697266,False,True,True,True,52.73741912841797,30.6221923828125,0.6650000015894572,False,True,font_ratio
12,4,0,4.1 Trademarks,14.039999961853027,Arial,False,False,False,70.94400024414062,171.39376831054688,105.60891723632812,15.65460205078125,612.0,792.0,14,2,0,left,0.11592156902637357,0.21640627311937738,70.94400024414062,435.44708251953125,171.39376831054688,620.6062316894531,False,True,True,True,30.6221923828125,7.837860107421875,0.5849999984105428,False,True,font_ratio
12,7,0,4.2 Documents and Web Sites,14.039999961853027,Arial,False,False,False,70.94400024414062,257.4637756347656,196.81414794921875,15.65460205078125,612.0,792.0,27,5,0,left,0.11592156902637357,0.32508052479137073,70.94400024414062,344.2418518066406,257.4637756347656,534.5362243652344,False,False,True,True,25.436691284179688,7.71783447265625,0.5849999984105428,False,True,font_ratio
