page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason,label
1,7,2,promote the enjoyment of these studies in high school.,11.50894928,Calibri,FALSE,FALSE,FALSE,45.412117,238.2910156,257.8810959,11.50895691,612,792,54,9,left,0.074202806,0.300872494,45.412117,308.7067871,238.2910156,553.7089844,FALSE,FALSE,FALSE,FALSE,2.001846313,1.699295044,0.410928008,FALSE,FALSE,font_ratio,body
1,9,0,• Expose students to potential career opportunities in the field.,11.50894928,ArialMT,FALSE,FALSE,FALSE,41.3844986,251.4992676,293.3862228,11.80953979,612,792,65,10,left,0.06762173,0.31754958,41.3844986,277.2292786,251.4992676,540.5007324,FALSE,FALSE,FALSE,FALSE,1.699295044,1.701263428,0.410928008,FALSE,FALSE,font_ratio,body
1,9,1,• Encourage students to pursue higher education and major in,11.50894928,ArialMT,FALSE,FALSE,FALSE,41.38439941,265.0100708,291.3721619,11.80953979,612,792,60,10,left,0.067621568,0.334608675,41.38439941,279.2434387,265.0100708,526.9899292,FALSE,FALSE,FALSE,FALSE,1.701263428,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,2,STEM careers.,11.50894928,Calibri,FALSE,FALSE,FALSE,45.412117,278.8214722,65.64720154,11.50894165,612,792,13,2,left,0.074202806,0.352047313,45.412117,500.9406815,278.8214722,513.1785278,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,3,• Promote interactions with STEM professionals to learn about,11.50894928,Calibri,FALSE,FALSE,FALSE,39.68203735,292.3322754,294.4219055,11.50894165,612,792,61,9,left,0.06483993,0.369106408,39.68203735,277.8960571,292.3322754,499.6677246,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,4,future opportunities.,11.50894928,Calibri,FALSE,FALSE,FALSE,45.412117,305.8430786,97.99884796,11.50894165,612,792,21,2,left,0.074202806,0.386165503,45.412117,468.589035,305.8430786,486.1569214,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,5,• Support field experiences connected to the world outside of,11.50894928,Calibri,FALSE,FALSE,FALSE,39.68218994,319.3538818,291.0614319,11.50894165,612,792,61,10,left,0.06484018,0.403224598,39.68218994,281.2563782,319.3538818,472.6461182,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,6,the school building.,11.50894928,Calibri,FALSE,FALSE,FALSE,45.41226959,332.8646851,91.35805511,11.50894165,612,792,20,3,left,0.074203055,0.420283693,45.41226959,475.2296753,332.8646851,459.1353149,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,7,"• Signal to employers, universities, training programs, and",11.50894928,Calibri,FALSE,FALSE,FALSE,39.68218994,346.3754883,272.1176453,11.50894165,612,792,59,8,left,0.06484018,0.437342788,39.68218994,300.2001648,346.3754883,445.6245117,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,8,military that a student has completed a comprehensive course,11.50894928,Calibri,FALSE,FALSE,FALSE,45.41226959,359.8862915,293.121727,11.50894165,612,792,60,9,left,0.074203055,0.454401883,45.41226959,273.4660034,359.8862915,432.1137085,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,9,of study in a specialized area.,11.50894928,Calibri,FALSE,FALSE,FALSE,45.41226959,373.3970947,136.369545,11.50894165,612,792,31,6,left,0.074203055,0.471460978,45.41226959,430.2181854,373.3970947,418.6029053,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,10,"• Cultivate transferable work habits such as perseverance, goal",11.50894928,Calibri,FALSE,FALSE,FALSE,39.68218994,386.9078979,294.8478394,11.50894165,612,792,63,9,left,0.06484018,0.488520073,39.68218994,277.4699707,386.9078979,405.0921021,FALSE,FALSE,FALSE,FALSE,2.001861572,2.001861572,0.410928008,FALSE,FALSE,font_ratio,body
1,9,11,"setting, and self-direction.",11.50894928,Calibri,FALSE,FALSE,FALSE,45.41226959,400.4187012,121.7531357,11.50894165,612,792,28,3,left,0.074203055,0.505579168,45.41226959,444.8345947,400.4187012,391.5812988,FALSE,FALSE,FALSE,FALSE,2.001861572,391.5812988,0.410928008,FALSE,FALSE,font_ratio,body
