page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason,label
1,1,9,r Proposal,32.04000092,Arial-Black,FALSE,FALSE,FALSE,332.3428345,156.5159454,156.6916199,45.40071106,612,792,10,2,center,0.543043847,0.197621143,332.3428345,122.9655457,156.5159454,635.4840546,FALSE,FALSE,FALSE,FALSE,-45.40071106,-45.40071106,1,TRUE,TRUE,font_ratio,body
1,1,10,oposal,32.04000092,Arial-Black,FALSE,FALSE,FALSE,385.3690491,156.5159454,112.0374756,45.1443634,612,792,6,1,middle,0.629687989,0.197621143,385.3690491,114.5934753,156.5159454,635.4840546,FALSE,FALSE,FALSE,FALSE,-45.40071106,-44.88801575,1,TRUE,TRUE,font_ratio,body
1,1,11,oposal,32.04000092,Arial-Black,FALSE,FALSE,FALSE,385.5292358,156.7722931,103.7615356,45.1443634,612,792,6,1,middle,0.629949732,0.197944815,385.5292358,122.7092285,156.7722931,635.2277069,FALSE,FALSE,FALSE,FALSE,-44.88801575,-45.40071106,1,TRUE,TRUE,font_ratio,body
1,1,12,oposal,32.04000092,Arial-Black,FALSE,FALSE,FALSE,385.5612793,156.5159454,103.7615356,45.1443634,612,792,6,1,middle,0.63000209,0.197621143,385.5612793,122.6771851,156.5159454,635.4840546,FALSE,FALSE,FALSE,FALSE,-45.40071106,46.73968506,1,TRUE,TRUE,font_ratio,body
1,2,0,To Present a Proposal for Developing,24,ArialMT,FALSE,FALSE,FALSE,131.8005981,248.3999939,350.2609253,26.78399658,612,792,36,6,left,0.215360454,0.313636356,131.8005981,129.9384766,248.3999939,543.6000061,FALSE,FALSE,FALSE,FALSE,46.73968506,0.816009521,0.749063649,FALSE,TRUE,font_ratio,body
1,2,1,the Business Plan for the Ontario,24,ArialMT,FALSE,FALSE,FALSE,131.8005981,276,308.7720947,26.78399658,612,792,33,6,left,0.215360454,0.348484848,131.8005981,171.4273071,276,516,FALSE,FALSE,FALSE,FALSE,0.816009521,0.816009521,0.749063649,FALSE,TRUE,font_ratio,body
1,2,2,Digital Library,24,ArialMT,FALSE,FALSE,FALSE,131.8005981,303.6000061,130.3464355,26.78399658,612,792,15,2,left,0.215360454,0.383333341,131.8005981,349.8529663,303.6000061,488.3999939,FALSE,TRUE,FALSE,FALSE,0.816009521,12.07980347,0.749063649,FALSE,TRUE,font_ratio,body
1,3,0,"March 21, 2003",20.04000092,ArialMT,FALSE,FALSE,FALSE,238.2406006,342.4638062,141.153656,22.36465454,612,792,14,3,middle,0.389282027,0.432403796,238.2406006,232.6057434,342.4638062,449.5361938,FALSE,TRUE,TRUE,FALSE,12.07980347,329.4356384,0.625468175,FALSE,TRUE,font_ratio,body
2,0,0,Ontario’s Digital Library,20.04000092,Arial-Black,FALSE,FALSE,FALSE,90.04060364,88.59601593,230.0049896,28.23635864,612,792,25,3,left,0.147125169,0.111863656,90.04060364,291.9544067,88.59601593,703.4039841,FALSE,FALSE,FALSE,FALSE,88.59601593,3.483711243,0.625468175,FALSE,TRUE,font_ratio,body
2,1,0,A Critical Component for Implementing Ontario’s Road Map to,15.96000004,ArialMT,FALSE,FALSE,FALSE,90.04060364,120.3160858,394.8966522,17.81135559,612,792,59,9,left,0.147125169,0.15191425,90.04060364,127.0627441,120.3160858,671.6839142,FALSE,FALSE,FALSE,FALSE,3.483711243,0.542648315,0.498127328,FALSE,TRUE,font_ratio,h1
2,1,1,Prosperity Strategy,15.96000004,ArialMT,FALSE,FALSE,FALSE,90.04060364,138.6700897,124.4545135,17.81135559,612,792,19,2,left,0.147125169,0.175088497,90.04060364,397.5048828,138.6700897,653.3299103,FALSE,TRUE,FALSE,FALSE,0.542648315,39.23854065,0.498127328,FALSE,TRUE,font_ratio,body
2,2,0,Summary,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,195.719986,62.70001221,16.9079895,612,792,7,1,left,0.156929091,0.247121194,96.04060364,453.2593842,195.719986,596.280014,FALSE,TRUE,FALSE,FALSE,39.23854065,15.94082642,0.374531825,FALSE,TRUE,font_ratio,h2
2,8,3,"April 21, 2003.",11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,96.03964233,580.1654053,73.29681396,12.32067871,612,792,15,3,left,0.15692752,0.732532077,96.03964233,442.6635437,580.1654053,211.8345947,FALSE,TRUE,TRUE,FALSE,0.275939941,12.39788818,0.344569277,FALSE,TRUE,bold,body
3,2,0,Background,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,206.1599884,78.04441833,16.9079895,612,792,10,1,left,0.156929091,0.260303016,96.04060364,437.914978,206.1599884,585.8400116,FALSE,TRUE,FALSE,FALSE,21.07249451,16.06082153,0.374531825,FALSE,TRUE,font_ratio,h2
4,3,0,Equitable access for all Ontarians:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,90.03273773,349.0366211,174.6825943,12.32064819,612,792,35,5,left,0.147112317,0.440702804,90.03273773,347.284668,349.0366211,442.9633789,FALSE,FALSE,FALSE,FALSE,12.27645874,12.3979187,0.344569277,FALSE,TRUE,bold,h2
4,6,0,Shared decision-making and accountability:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,90.03273773,448.2641296,223.063118,12.32064819,612,792,42,4,left,0.147112317,0.565990063,90.03273773,298.9041443,448.2641296,343.7358704,FALSE,FALSE,FALSE,FALSE,12.27645874,12.3979187,0.344569277,FALSE,TRUE,bold,h3
4,9,0,Shared governance structure:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,90.03273773,547.4916382,152.6446152,12.32067871,612,792,28,3,left,0.147112317,0.691277321,90.03273773,369.3226471,547.4916382,244.5083618,FALSE,FALSE,FALSE,FALSE,12.27642822,12.39788818,0.344569277,FALSE,TRUE,bold,h3
4,12,0,Shared funding:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,90.03273773,621.40448,83.73505402,12.32067871,612,792,15,2,left,0.147112317,0.784601616,90.03273773,438.2322083,621.40448,170.59552,FALSE,FALSE,FALSE,FALSE,12.27642822,12.39788818,0.344569277,FALSE,TRUE,bold,h3
5,0,0,Local points of entry:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,89.99970245,72.10939026,109.4560776,12.32069397,612,792,22,4,left,0.147058337,0.09104721,89.99970245,412.54422,72.10939026,719.8906097,FALSE,FALSE,FALSE,FALSE,72.10939026,13.00511169,0.344569277,FALSE,TRUE,bold,h3
5,3,0,Access:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,89.99970245,173.2799835,45.23751068,12.32063293,612,792,7,1,left,0.147058337,0.218787858,89.99970245,476.7627869,173.2799835,618.7200165,FALSE,TRUE,FALSE,FALSE,13.00511169,0.397445679,0.344569277,FALSE,TRUE,bold,h3
5,5,0,Guidance and Advice:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,89.99970245,249.2352448,118.7098007,12.32063293,612,792,20,3,left,0.147058337,0.314690966,89.99970245,403.2904968,249.2352448,542.7647552,FALSE,FALSE,FALSE,FALSE,13.00511169,0.275970459,0.344569277,FALSE,TRUE,bold,h3
5,6,3,Training:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,89.99970245,299.7432251,50.15804291,12.32064819,612,792,9,1,left,0.147058337,0.378463668,89.99970245,471.8422546,299.7432251,492.2567749,FALSE,TRUE,FALSE,FALSE,0.276000977,0.39743042,0.344569277,FALSE,TRUE,bold,h3
5,8,0,Provincial Purchasing & Licensing:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,89.99970245,350.3836975,187.6292343,12.32064819,612,792,34,4,left,0.147058337,0.442403658,89.99970245,334.3710632,350.3836975,441.6163025,FALSE,TRUE,FALSE,FALSE,13.00509644,0.276000977,0.344569277,FALSE,TRUE,bold,h3
5,10,0,Technological Support:,11.03999996,Arial-BoldItalicMT,TRUE,TRUE,FALSE,89.99970245,388.3060913,125.8803177,12.32064819,612,792,22,2,left,0.147058337,0.490285469,89.99970245,396.1199799,388.3060913,403.6939087,FALSE,TRUE,FALSE,FALSE,13.00509644,0.39743042,0.344569277,FALSE,TRUE,bold,h3
5,13,0,For each Ontario citizen it could mean:,11.03999996,Arial-BoldMT,TRUE,FALSE,FALSE,89.99969482,493.7712097,196.3187561,12.32064819,612,792,39,7,left,0.147058325,0.623448497,89.99969482,325.6815491,493.7712097,298.2287903,FALSE,FALSE,FALSE,FALSE,12.03359985,0.518859863,0.344569277,FALSE,TRUE,bold,h4
5,15,0,For each Ontario student it could mean:,11.03999996,Arial-BoldMT,TRUE,FALSE,FALSE,89.99970245,632.223877,201.7284164,12.32067871,612,792,39,7,left,0.147058337,0.798262471,89.99970245,320.2718811,632.223877,159.776123,FALSE,FALSE,FALSE,FALSE,12.1550293,0.518798828,0.344569277,FALSE,TRUE,bold,h4
6,1,0,For each Ontario library it could mean:,11.03999996,Arial-BoldMT,TRUE,FALSE,FALSE,90.03733063,110.0097809,195.6895065,12.32063293,612,792,39,7,left,0.147119821,0.138901238,90.03733063,326.2731628,110.0097809,681.9902191,FALSE,FALSE,FALSE,FALSE,12.88371277,0.51890564,0.344569277,FALSE,TRUE,bold,h4
6,3,0,For the Ontario government it could mean:,11.03999996,Arial-BoldMT,TRUE,FALSE,FALSE,90.03731537,223.876358,215.8375931,12.32063293,612,792,41,7,left,0.147119796,0.282672169,90.03731537,306.1250916,223.876358,568.123642,FALSE,FALSE,FALSE,FALSE,12.88371277,0.397445679,0.344569277,FALSE,TRUE,bold,h4
6,7,0,The Business Plan to be Developed,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,459.1199951,218.0460663,16.90802002,612,792,33,6,left,0.156929091,0.579696964,96.04060364,297.9133301,459.1199951,332.8800049,FALSE,FALSE,FALSE,FALSE,21.11181641,27.58068848,0.374531825,FALSE,TRUE,font_ratio,h2
7,3,0,Milestones,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,270.1199951,70.46279907,16.90802002,612,792,10,1,left,0.156929091,0.3410606,96.04060364,445.4965973,270.1199951,521.8800049,FALSE,TRUE,FALSE,FALSE,33.80172729,15.94076538,0.374531825,FALSE,TRUE,font_ratio,h3
7,7,0,Approach and Specific Proposal Requirements,12,Arial-Black,FALSE,FALSE,FALSE,99.52059937,423.5999756,287.6447449,16.90802002,612,792,43,5,left,0.162615358,0.534848454,99.52059937,224.8346558,423.5999756,368.4000244,FALSE,FALSE,FALSE,FALSE,21.08349609,16.06079102,0.374531825,FALSE,TRUE,font_ratio,body
8,0,0,Evaluation and Awarding of Contract,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,81.00001526,228.9408112,16.90799713,612,792,35,5,left,0.156929091,0.102272747,96.04060364,287.0185852,81.00001526,710.9999847,FALSE,FALSE,FALSE,FALSE,81.00001526,24.94081879,0.374531825,FALSE,TRUE,font_ratio,body
9,0,0,Appendix A:  ODL Envisioned Phases & Funding,12,Arial-Black,FALSE,FALSE,FALSE,90.04060364,107.5199738,293.5236969,16.90799713,612,792,44,7,left,0.147125169,0.135757543,90.04060364,228.4356995,107.5199738,684.4800262,FALSE,FALSE,FALSE,FALSE,107.5199738,15.35791779,0.374531825,FALSE,TRUE,font_ratio,h2
10,7,0,Funding Source,12,Arial-BoldMT,TRUE,FALSE,FALSE,114.4005966,344.1000061,91.27918243,13.39199829,612,792,14,2,left,0.186929079,0.434469705,114.4005966,406.3202209,344.1000061,447.8999939,FALSE,TRUE,FALSE,FALSE,12.31610107,-13.39199829,0.374531825,FALSE,TRUE,font_ratio,body
10,7,1,2007,12,Arial-BoldMT,TRUE,FALSE,FALSE,313.3605957,344.1000061,29.12640381,13.39199829,612,792,4,1,center,0.512027117,0.434469705,313.3605957,269.5130005,344.1000061,447.8999939,FALSE,FALSE,TRUE,TRUE,-13.39199829,-13.39199829,0.374531825,FALSE,TRUE,font_ratio,body
10,7,2,2017,12,Arial-BoldMT,TRUE,FALSE,FALSE,427.6005859,344.1000061,29.12759399,13.39199829,612,792,4,1,middle,0.698693768,0.434469705,427.6005859,155.2718201,344.1000061,447.8999939,FALSE,FALSE,TRUE,TRUE,-13.39199829,0.934204102,0.374531825,FALSE,TRUE,font_ratio,body
11,0,0,Appendix B:,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,92.51997375,77.48762512,16.90799713,612,792,11,2,left,0.156929091,0.116818149,96.04060364,438.4717712,92.51997375,699.4800262,FALSE,TRUE,FALSE,FALSE,92.51997375,-16.90799713,0.374531825,FALSE,TRUE,font_ratio,h2
11,0,1,ODL Steering Committee Terms of Reference,12,Arial-Black,FALSE,FALSE,FALSE,198.0190277,92.51997375,279.8486176,16.90799713,612,792,41,6,middle,0.323560503,0.116818149,198.0190277,134.1323547,92.51997375,699.4800262,FALSE,FALSE,FALSE,FALSE,-16.90799713,27.35791779,0.374531825,FALSE,TRUE,font_ratio,h2
12,6,12,•,12,Symbol,FALSE,FALSE,FALSE,108.0406036,319.9200134,8.519996643,15.63598633,612,792,1,1,left,0.176536934,0.403939411,108.0406036,495.4393997,319.9200134,472.0799866,FALSE,FALSE,FALSE,FALSE,-0.000671387,-12.52978516,0.374531825,FALSE,TRUE,font_ratio,body
12,6,14,meetings plus 2-3 working days per month on related activities .,12,ArialMT,FALSE,FALSE,FALSE,126.0406036,334.3800049,267.3119965,13.39199829,612,792,64,11,left,0.205948699,0.422196976,126.0406036,218.6473999,334.3800049,457.6199951,FALSE,FALSE,TRUE,FALSE,0.238433838,11.85391235,0.374531825,FALSE,TRUE,font_ratio,body
14,0,0,Appendix C:,12,Arial-Black,FALSE,FALSE,FALSE,96.04060364,92.51997375,77.46600342,16.90799713,612,792,11,2,left,0.156929091,0.116818149,96.04060364,438.4933929,92.51997375,699.4800262,FALSE,TRUE,FALSE,FALSE,92.51997375,-16.90799713,0.374531825,FALSE,TRUE,font_ratio,h2
14,0,1,ODL’s Envisioned Electronic Resources,12,Arial-Black,FALSE,FALSE,FALSE,198.0010071,92.51997375,242.5705872,16.90799713,612,792,37,4,middle,0.323531057,0.116818149,198.0010071,171.4284058,92.51997375,699.4800262,FALSE,FALSE,FALSE,FALSE,-16.90799713,27.4779129,0.374531825,FALSE,TRUE,font_ratio,h2
