page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
3,7,1,"Le Panier : The oldest district in Marseille, Le Panier is a maze of narrow streets,",12.0,AdobeClean-Bold,True,False,False,108.0,419.06402587890625,397.6322937011719,14.879974365234375,612.0,792.0,84,16,left,0.17647058823529413,0.5291212447965988,108.0,106.36770629882812,419.06402587890625,372.93597412109375,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
3,9,1,"Boat Trip to the Calanques : Take a boat trip to the Calanques, a series of stunning",12.0,AdobeClean-Bold,True,False,False,108.0,503.6039733886719,412.45068359375,14.879974365234375,612.0,792.0,84,17,left,0.17647058823529413,0.6358636027634746,108.0,91.54931640625,503.6039733886719,288.3960266113281,False,False,False,False,-15.112457275390625,2.34002685546875,1.0,True,True,bold
3,10,1,Fish Market at the Old Port : Visit the fish market at the Old Port to experience the,12.0,AdobeClean-Bold,True,False,False,108.0,545.9039916992188,414.85321044921875,14.8800048828125,612.0,792.0,85,18,left,0.17647058823529413,0.6892727167919429,108.0,89.14678955078125,545.9039916992188,246.09600830078125,False,False,False,False,-15.11248779296875,2.3399658203125,1.0,True,True,bold
3,11,1,Street Art in Cours Julien : Explore the vibrant street art scene in the Cours Julien,12.0,AdobeClean-Bold,True,False,False,108.0,588.2039794921875,406.81195068359375,14.8800048828125,612.0,792.0,85,16,left,0.17647058823529413,0.7426817922881155,108.0,97.18804931640625,588.2039794921875,203.7960205078125,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
5,0,0,Nice: The Jewel of the French Riviera,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,193.29598999023438,14.784004211425781,612.0,792.0,37,7,left,0.11764705882352941,0.09093939655959005,72.0,346.7040100097656,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
5,4,1,"Promenade des Anglais : This famous seaside promenade, built in the 19th century, is",12.0,AdobeClean-Bold,True,False,False,108.0,240.80397033691406,427.57342529296875,14.8800048828125,612.0,792.0,84,14,left,0.17647058823529413,0.30404541709206323,108.0,76.42657470703125,240.80397033691406,551.1960296630859,False,False,True,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
5,5,1,Castle Hill (Colline du Château) : This hilltop park oﬀers panoramic views of Nice and,12.0,AdobeClean-Bold,True,False,False,108.0,300.2640075683594,429.4957275390625,14.879974365234375,612.0,792.0,86,15,left,0.17647058823529413,0.37912122167722145,108.0,74.5042724609375,300.2640075683594,491.7359924316406,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
5,6,1,"Old Town (Vieux Nice) : The historic center of Nice is a labyrinth of narrow streets,",12.0,AdobeClean-Bold,True,False,False,108.0,359.66400146484375,412.09210205078125,14.879974365234375,612.0,792.0,85,16,left,0.17647058823529413,0.4541212139707623,108.0,91.90789794921875,359.66400146484375,432.33599853515625,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
5,7,1,"Matisse Museum : Dedicated to the works of Henri Matisse, who spent much of his life",12.0,AdobeClean-Bold,True,False,False,108.0,419.06402587890625,432.9705810546875,14.879974365234375,612.0,792.0,84,16,left,0.17647058823529413,0.5291212447965988,108.0,71.0294189453125,419.06402587890625,372.93597412109375,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
5,9,1,"Russian Orthodox Cathedral : Visit the stunning Russian Orthodox Cathedral, a",12.0,AdobeClean-Bold,True,False,False,108.0,503.6039733886719,397.9944763183594,14.879974365234375,612.0,792.0,77,11,left,0.17647058823529413,0.6358636027634746,108.0,106.00552368164062,503.6039733886719,288.3960266113281,False,False,False,False,-15.112457275390625,2.34002685546875,1.0,True,True,bold
5,10,1,Marc Chagall National Museum : Explore the works of Marc Chagall at this dedicated,12.0,AdobeClean-Bold,True,False,False,108.0,545.9039916992188,428.1756591796875,14.8800048828125,612.0,792.0,82,14,left,0.17647058823529413,0.6892727167919429,108.0,75.8243408203125,545.9039916992188,246.09600830078125,False,False,False,False,-15.11248779296875,2.3399658203125,1.0,True,True,bold
5,11,1,"Parc Phoenix : Discover the botanical wonders at Parc Phoenix, a beautiful garden and",12.0,AdobeClean-Bold,True,False,False,108.0,588.2039794921875,433.15692138671875,14.8800048828125,612.0,792.0,85,14,left,0.17647058823529413,0.7426817922881155,108.0,70.84307861328125,588.2039794921875,203.7960205078125,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
7,0,0,Avignon: The City of Popes,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,142.47601318359375,14.784004211425781,612.0,792.0,26,5,left,0.11764705882352941,0.09093939655959005,72.0,397.52398681640625,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
7,4,1,Palais des Papes : This massive Gothic palace was the residence of the popes during,12.0,AdobeClean-Bold,True,False,False,108.0,223.70399475097656,420.0718994140625,14.8800048828125,612.0,792.0,83,15,left,0.17647058823529413,0.2824545388269906,108.0,83.9281005859375,223.70399475097656,568.2960052490234,False,False,False,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
7,5,1,"Pont Saint-Bénézet (Pont d'Avignon) : This famous bridge, immortalized in the song",12.0,AdobeClean-Bold,True,False,False,108.0,283.16400146484375,423.97064208984375,14.879974365234375,612.0,792.0,82,12,left,0.17647058823529413,0.3575303048798532,108.0,80.02935791015625,283.16400146484375,508.83599853515625,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
7,6,1,"Avignon Cathedral : Located next to the Palais des Papes, this Romanesque cathedral",12.0,AdobeClean-Bold,True,False,False,108.0,342.56402587890625,429.13800048828125,14.879974365234375,612.0,792.0,83,13,left,0.17647058823529413,0.4325303357056897,108.0,74.86199951171875,342.56402587890625,449.43597412109375,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
7,7,1,"Place de l'Horloge : The main square in Avignon, this lively area is surrounded by",12.0,AdobeClean-Bold,True,False,False,108.0,384.864013671875,406.1495361328125,14.879974365234375,612.0,792.0,82,15,left,0.17647058823529413,0.48593941120186235,108.0,97.8504638671875,384.864013671875,407.135986328125,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
7,9,1,Opéra Grand Avignon : Attend a performance at the Opéra Grand Avignon for a,12.0,AdobeClean-Bold,True,False,False,108.0,469.4040222167969,400.5746154785156,14.879974365234375,612.0,792.0,75,14,left,0.17647058823529413,0.5926818462333294,108.0,103.42538452148438,469.4040222167969,322.5959777832031,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
7,10,1,"Arts Scene : Explore the city's vibrant arts scene, with numerous galleries and",12.0,AdobeClean-Bold,True,False,False,108.0,511.7040100097656,387.9720764160156,14.879974365234375,612.0,792.0,79,13,left,0.17647058823529413,0.646090921729502,108.0,116.02792358398438,511.7040100097656,280.2959899902344,False,False,False,False,-15.112457275390625,2.34002685546875,1.0,True,True,bold
8,0,0,Aix-en-Provence: A City of Art and Culture,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,223.5360107421875,14.784004211425781,612.0,792.0,42,7,left,0.11764705882352941,0.09093939655959005,72.0,316.4639892578125,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
9,0,0,Toulouse: The Pink City,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,125.135986328125,14.784004211425781,612.0,792.0,23,4,left,0.11764705882352941,0.09093939655959005,72.0,414.864013671875,72.02400207519531,719.9759979248047,False,True,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
10,0,0,Montpellier: A University City with Medieval Charm,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,270.9960021972656,14.784004211425781,612.0,792.0,50,7,left,0.11764705882352941,0.09093939655959005,72.0,269.0039978027344,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
11,0,0,Perpignan: A Blend of French and Catalan Cultures,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,265.4159851074219,14.784004211425781,612.0,792.0,49,8,left,0.11764705882352941,0.09093939655959005,72.0,274.5840148925781,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
12,0,0,Arles: A Roman Treasure,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,132.03604125976562,14.784004211425781,612.0,792.0,23,4,left,0.11764705882352941,0.09093939655959005,72.0,407.9639587402344,72.02400207519531,719.9759979248047,False,True,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
13,0,0,Carcassonne: A Medieval Fortress,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,178.89599609375,14.784004211425781,612.0,792.0,32,4,left,0.11764705882352941,0.09093939655959005,72.0,361.10400390625,72.02400207519531,719.9759979248047,False,True,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
14,0,0,Conclusion,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,60.21600341796875,14.784004211425781,612.0,792.0,10,1,left,0.11764705882352941,0.09093939655959005,72.0,479.78399658203125,72.02400207519531,719.9759979248047,False,True,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
